word	noun_nomn_score	best_parse	noun_nomn_parse
орхит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
оршад	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
оскал	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ослоп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
осмий	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
осмол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
осмос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
осмыс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
остит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отара	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
отваж	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отвал	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отвар	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отвес	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отвод	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отвоз	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отгиб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отгон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отгул	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отдух	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отдыш	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отель	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отжиг	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отжим	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отжог	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отзол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
откаж	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отказ	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
откол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
откуп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
откус	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отлет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отлуп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отмах	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
относ	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отпад	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отпус	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отрез	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отрог	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отруб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отсос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отсюд	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отцеп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отчал	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отчег	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
отыск	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
офени	0.500000	NOUN,anim,masc sing,gent	NOUN,anim,masc plur,nomn
офисы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
офорт	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
офсет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
офшор	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
охват	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
охота	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
очерт	0.500000	NOUN,inan,femn plur,gent	NOUN,anim,masc sing,nomn
очкур	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ошеек	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ошень	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ошиба	0.500000	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
ощупь	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
падло	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
падуб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
падун	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пазки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пазок	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пайка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
пакля	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
пакты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
палас	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
палац	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
палаш	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
палец	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пальт	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пальц	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
панаш	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
панны	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
панты	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
параф	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
парез	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
парод	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
парус	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пасмо	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
патлы	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
пафос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пахви	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
пахит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пейсы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пекан	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пелит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пенал	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пенек	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пенис	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пенсы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пеплы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
переб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
перлы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
перси	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
петит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
петля	0.500000	GRND,impf,intr pres	NOUN,inan,femn sing,nomn
пещур	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пивко	0.500000	NOUN,inan,neut,Sgtm sing,nomn	NOUN,inan,neut,Sgtm sing,nomn
пивцо	0.500000	NOUN,inan,neut,Sgtm sing,nomn	NOUN,inan,neut,Sgtm sing,nomn
пигус	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пикет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пикон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пикши	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
пикюр	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пилав	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пилон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пинки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пинок	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пионы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пирен	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пирит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пирон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пироп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пирсы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
писки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
питие	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
пифос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пласт	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
плаун	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
плацы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
плачи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пледы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
плеск	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
плесы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
плеть	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
плешь	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
плоск	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
плоты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
плуги	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
побаг	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
побег	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
побои	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
побор	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
повал	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
повет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
подий	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
подог	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
подол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
подхв	0.500000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
пожог	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
позем	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
позыв	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пойло	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
покаж	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
покос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
полип	0.500000	NOUN,anim,masc,Inmx sing,nomn	NOUN,anim,masc,Inmx sing,nomn
полир	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
полис	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
полка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
полть	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
получ	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
полюс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
помои	0.500000	NOUN,inan,GNdr,Pltm plur,nomn	NOUN,inan,GNdr,Pltm plur,nomn
помол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
понос	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
понюх	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
попка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
попул	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
порез	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
порей	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
порог	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
порох	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
порск	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
посев	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
посмо	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
посох	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
посул	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
посыл	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
поташ	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
потир	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
потяг	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
похул	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
почет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
почин	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
почтм	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пошиб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пошты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пощуп	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прайд	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прайс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прахи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
праща	0.500000	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
прейс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прель	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
пресс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
преуд	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
приго	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
приез	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
приль	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
прима	0.500000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
приуз	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
причт	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пропс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
просм	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
просо	0.500000	NOUN,inan,neut,Sgtm sing,nomn	NOUN,inan,neut,Sgtm sing,nomn
проул	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пруды	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пруты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
прыть	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
прыщи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
прядь	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
птахи	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
пуазы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пуант	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пудик	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пульс	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пупки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пупок	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пурин	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пуски	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
путец	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
путло	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
путчи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
пуфик	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пушок	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пшено	0.500000	NOUN,inan,neut,Sgtm sing,nomn	NOUN,inan,neut,Sgtm sing,nomn
пырей	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пьянч	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пясть	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
пятак	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пятид	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
пятка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
пятна	0.500000	NOUN,inan,neut plur,nomn	NOUN,inan,neut plur,nomn
радар	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
радон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
разда	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
разик	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
разки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
разоб	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
разор	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ракши	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
ранги	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ранец	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ранты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ранцы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рапид	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ратин	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рауты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рахис	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рахит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рвань	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
рдест	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
реалы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ребра	0.500000	NOUN,inan,neut plur,nomn	NOUN,inan,neut plur,nomn
ребро	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
ребус	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
редан	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
редис	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
редут	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
режим	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
резец	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
резит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
резка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
резол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
резон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
реком	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рекут	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
релит	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рений	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ренин	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
репей	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
репер	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
репьи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
риалы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ризка	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
рикша	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ринги	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рифмы	0.500000	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
рифты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рицин	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ришта	0.500000	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
ровик	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ровни	0.500000	NOUN,anim,ms-f sing,gent	NOUN,anim,ms-f plur,nomn
рогоз	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
родий	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
родня	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
родьк	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рожки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рожон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рокот	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ролик	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ромбы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ронжа	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
ропак	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ропот	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
роток	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ротон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ротши	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
рохли	0.500000	NOUN,anim,ms-f sing,gent	NOUN,anim,ms-f plur,nomn
рояль	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рубаш	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рубец	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рубцы	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рудяк	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ружье	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
руина	0.500000	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
рукав	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рулет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рулон	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
румба	0.500000	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
русло	0.500000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
русты	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рутил	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ручьи	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рыбки	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
рыбол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рывки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рында	0.500000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
рычаг	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рэкет	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рэлей	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
рядки	0.500000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
рядок	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
сабан	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
савки	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
саган	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
сайги	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
сайры	0.500000	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
салат	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
салол	0.500000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
